6, Дом, Строение, 9231, 11/3/2003, 9004781, 11/14/2003, 21139263
10765, Дом, Строение, 672, 3/31/2005, 2206952, 4/8/2005, 21170776
10771, Дом, Строение, 672, 3/31/2005, 2206959, 4/8/2005, 21245353
10775, Дом, Строение, 672, 3/31/2005, 2206992, 4/8/2005, 21255588
10776, Дом, Строение, 672, 3/31/2005, 2206993, 4/8/2005, 21219513
10778, Дом, Строение, 672, 3/31/2005, 2206944, 4/8/2005, 21222981
10782, Дом, Строение, 672, 3/31/2005, 2211318, 8/11/2006, 21245357
10791, Дом, Строение, 672, 3/31/2005, 2207009, 4/8/2005, 21138400
10797, Дом, Строение, 3287, 12/9/2003, 4002230, 12/18/2003, 21138408
10835, Дом, Строение, 4348-p, 10/11/2005, 1013885, 10/27/2005, 21245360
10854, Дом, Строение, 3627, 5/12/2004, 9006642, 5/31/2004, 21222993
10855, Дом, Строение, 3627, 5/12/2004, 9006639, 5/31/2004, 21245363
10856, Дом, Строение, 3627, 5/12/2004, 9006640, 5/31/2004, 21138421
10879, Дом, Строение, 5179, 6/28/2005, 9010659, 7/7/2005, 21255592
10896, Дом, Строение, 3627, 5/12/2004, 9006646, 5/31/2004, 21138428
10940, Дом, Строение, 1803, 7/18/2005, 2208166, 7/25/2005, 21199886
10944, Дом, Строение, 672, 3/31/2005, 2207063, 4/8/2005, 21238083
10947, Дом, Строение, 672, 3/31/2005, 2207066, 4/8/2005, 21238086
10950, Дом, Строение, 1803, 7/18/2005, 2208174, 7/25/2005, 21199894
10957, Дом, Строение, 672, 3/31/2005, 2207076, 4/8/2005, 21138435
10961, Дом, Строение, 1803, 7/18/2005, 2208181, 7/25/2005, 21238089
10964, Дом, Строение, 672, 3/31/2005, 2207083, 4/8/2005, 21238093
10968, Дом, Строение, 672, 3/31/2005, 2207086, 4/8/2005, 21199901
10969, Дом, Строение, 672, 3/31/2005, 2207087, 4/8/2005, 21189827
10971, Дом, Строение, 1803, 7/18/2005, 2208187, 7/25/2005, 21223006
11039, Дом, Строение, 2043, 7/21/2003, 2201693, 8/6/2003, 21199906
11082, Дом, Строение, 981-В-РП, 9/29/2003, 3201351, 10/7/2003, 21248357
11142, Дом, Строение, 2259-В-РП, 11/1/2005, 3205691, 11/22/2005, 21245380
11195, Дом, Строение, 6983, 9/19/2003, 9003905, 9/29/2003, 21238526
11203, Дом, Строение, 3627, 5/12/2004, 9006521, 5/28/2004, 21199920
11204, Дом, Строение, 3627, 5/12/2004, 9006520, 5/28/2004, 21194794
11206, Дом, Строение, 239, 1/23/2002, 9101756, 2/1/2002, 21172484
11207, Дом, Строение, 7077, 9/9/2004, 9007782, 9/16/2004, 21243126
11249, Дом, Строение, 3806, 11/22/2004, 2205521, 11/24/2004, 21248362
11250, Дом, Строение, 3806, 11/22/2004, 2205525, 11/24/2004, 21248364
11316, Дом, Строение, 832-РП, 4/4/2003, 7201935, 4/8/2003, 21199926
11330, Дом, Строение, 832-РП, 4/4/2003, 7201937, 4/8/2003, 21228040
11484, Дом, Строение, 6746-p, 11/19/2003, 1005537, 12/4/2003, 21240871
11488, Дом, Строение, 6746-p, 11/19/2003, 1005541, 12/4/2003, 21138448
11492, Дом, Строение, 5728-р, 11/1/2002, 1002072, 11/12/2002, 21245391
11493, Дом, Строение, 5728-р, 11/1/2002, 1002109, 11/12/2002, 21245394
11499, Дом, Строение, 4938-р, 9/20/2002, 1001927, 10/22/2002, 21189842
11506, Дом, Строение, 3513-р, 7/27/2006, 1018182, 8/14/2006, 21223013
11507, Дом, Строение, 3513-р, 7/27/2006, 1018181, 8/14/2006, 21138461
11508, Дом, Строение, 3513-р, 7/27/2006, 1018183, 8/14/2006, 21138468
11620, Дом, Строение, 1247, 6/20/2005, 4008757, 6/24/2005, 21245397
11638, Дом, Строение, 7418-р, 11/17/2004, 1007862, 11/30/2004, 21238097
11652, Дом, Строение, 7419-р, 11/17/2004, 1008051, 12/2/2004, 21223027
11779, Дом, Строение, 01-41-2445, 11/14/2002, 5004381, 12/24/2002, 21138490
11780, Дом, Строение, 01-41-2445, 11/14/2002, 5004382, 12/24/2002, 21223034
11781, Дом, Строение, 01-41-2445, 11/14/2002, 5004383, 12/24/2002, 21189847
11783, Дом, Строение, 01-41-3581, 12/29/2003, 5007429, 2/13/2004, 21138503
11784, Дом, Строение, 01-41-2445, 11/14/2002, 5004385, 12/24/2002, 21138511
11785, Дом, Строение, 01-41-2445, 11/14/2002, 5004386, 12/24/2002, 21138517
11790, Дом, Строение, 01-41-2445, 11/14/2002, 5004393, 12/24/2002, 21199951
11923, Дом, Строение, 01-41-3129, 11/3/2003, 5005507, 11/6/2003, 21189854
11963, Дом, Строение, 6331, 8/22/2005, 9011465, 8/26/2005, 21138524
12235, Дом, Строение, 2471, 10/21/2004, 4006539, 10/27/2004, 21138530
12236, Дом, Строение, 2471, 10/21/2004, 4006538, 10/27/2004, 21223054
12247, Дом, Строение, 2471, 10/21/2004, 4006535, 10/27/2004, 21189861
12257, Дом, Строение, 2471, 10/21/2004, 4006606, 10/27/2004, 21138544
12268, Дом, Строение, 2471, 10/21/2004, 4006593, 10/27/2004, 21171668
12283, Дом, Строение, 2471, 10/21/2004, 4006544, 10/27/2004, 21183478
12391, Дом, Строение, 1602-РП, 7/10/2002, 7102086, 7/15/2002, 21223060
12392, Дом, Строение, 1601-РП, 7/10/2002, 7102085, 7/15/2002, 21223064
12402, Дом, Строение, 1913-РП, 8/20/2002, 7102277, 8/22/2002, 21171675
12442, Дом, Строение, 9233, 11/3/2003, 9005816, 11/27/2003, 21223067
12445, Дом, Строение, 9233, 11/3/2003, 9005818, 11/27/2003, 21139572
12446, Дом, Строение, 9233, 11/3/2003, 9005819, 11/27/2003, 21139579
12460, Дом, Строение, 9233, 11/3/2003, 9005820, 11/27/2003, 21183483
12641, Дом, Строение, 6983, 9/19/2003, 9003551, 9/23/2003, 21183490
12688, Дом, Строение, 6332, 8/22/2005, 9011888, 8/30/2005, 21223077
12694, Дом, Строение, 9233, 11/3/2003, 9005951, 12/3/2003, 21223081
12695, Дом, Строение, 9233, 11/3/2003, 9005954, 12/3/2003, 21139602
12696, Дом, Строение, 9233, 11/3/2003, 9005953, 12/3/2003, 21171681
12697, Дом, Строение, 9233, 11/3/2003, 9005952, 12/3/2003, 21183495
12706, Дом, Строение, 9233, 11/3/2003, 9005965, 12/4/2003, 21240890
12707, Дом, Строение, 9233, 11/3/2003, 9005962, 12/4/2003, 21199958
12761, Дом, Строение, 6358, 8/9/2004, 9007149, 8/12/2004, 21223088
12848, Дом, Строение, 3189-р, 7/6/2006, 1017891, 7/12/2006, 21199964
12975, Дом, Строение, 1661-РП, 8/12/2005, 6006029, 8/24/2005, 21139615
13016, Дом, Строение, 672, 3/31/2005, 2207051, 4/8/2005, 21139624
13019, Дом, Строение, 2799, 10/9/2003, 2202472, 10/27/2003, 21223098
13022, Дом, Строение, 672, 3/31/2005, 2207060, 4/8/2005, 21223101
13023, Дом, Строение, 672, 3/31/2005, 2207059, 4/8/2005, 21189874
13025, Дом, Строение, 2799, 10/9/2003, 2202468, 10/27/2003, 21139645
13027, Дом, Строение, 2799, 10/9/2003, 2202469, 10/27/2003, 21200776
13028, Дом, Строение, 1802, 7/20/2006, 2211247, 7/25/2006, 21139652
13030, Дом, Строение, 1802, 7/20/2006, 2211248, 7/25/2006, 21139661
13033, Дом, Строение, 672, 3/31/2005, 2207090, 4/8/2005, 21245414
13039, Дом, Строение, 672, 3/31/2005, 2207095, 4/8/2005, 21189881
13041, Дом, Строение, 672, 3/31/2005, 2207100, 4/8/2005, 21240900
13050, Дом, Строение, 3223-р, 8/1/2005, 1012298, 8/10/2005, 21183502
13149, Дом, Строение, 460, 2/7/2005, 9009676, 2/17/2005, 21238109
13163, Дом, Строение, , , 0, , 21139667
13164, Дом, Строение, , , 0, , 21245418
13165, Дом, Строение, , , 0, , 21223119
13167, Дом, Строение, 6746-p, 11/19/2003, 1005552, 12/4/2003, 21200796
13169, Дом, Строение, 6746-p, 11/19/2003, 1005554, 12/4/2003, 21139682
13199, Дом, Строение, 5192, 6/28/2005, 9010722, 7/7/2005, 21171693
13280, Дом, Строение, 832-РП, 4/4/2003, 7202118, 4/9/2003, 21139688
13287, Дом, Строение, 832-РП, 4/4/2003, 7202010, 4/8/2003, 21237583
13316, Дом, Строение, 6335, 8/22/2005, 9011385, 8/25/2005, 21139697
13364, Дом, Строение, 9231, 11/3/2003, 9004858, 11/17/2003, 21139704
13369, Дом, Строение, 460, 2/7/2005, 9009782, 2/17/2005, 21240903
13402, Дом, Строение, 2154-РП, 10/22/2004, 7203481, 10/26/2004, 21223576
13403, Дом, Строение, 2154-РП, 10/22/2004, 7203480, 10/26/2004, 21223578
13470, Дом, Строение, 536, 3/22/2007, 4012595, 3/28/2007, 21189898
13471, Дом, Строение, 2260, 10/26/2005, 4009895, 11/9/2005, 21223582
13491, Дом, Строение, 2309, 9/11/2003, 4001127, 9/12/2003, 21139733
13527, Дом, Строение, 3627, 12/31/2003, 4003711, 1/14/2004, 21223588
13546, Дом, Строение, , , 0, , 21223592
13547, Дом, Строение, , , 0, , 21238116
13549, Дом, Строение, , , 0, , 21240909
13615, Дом, Строение, 3682, 5/26/2006, 9013972, 5/30/2006, 21240913
13632, Дом, Строение, 458, 2/7/2005, 9009216, 2/14/2005, 21223595
13660, Дом, Строение, 3551-р, 7/22/2002, 1001630, 8/5/2002, 21223598
13671, Дом, Строение, 461, 2/7/2005, 9009944, 2/18/2005, 21183515
13695, Дом, Строение, 5808-p, 10/3/2003, 1003885, 10/9/2003, 21240916
13696, Дом, Строение, 5808-p, 10/3/2003, 1003886, 10/9/2003, 21139767
13795, Дом, Строение, 4895-р, 9/18/2002, 1001762, 10/15/2002, 21223605
13878, Дом, Строение, 1800, 7/18/2005, 2208538, 7/29/2005, 21139780
13884, Дом, Строение, 1800, 7/18/2005, 2208534, 7/29/2005, 21223612
13885, Дом, Строение, 1800, 7/18/2005, 2208533, 7/29/2005, 21171706
13886, Дом, Строение, 1800, 7/18/2005, 2208535, 7/29/2005, 21139795
13901, Дом, Строение, 761, 4/5/2006, 2210515, 4/19/2006, 21139801
13904, Дом, Строение, 761, 4/5/2006, 2210519, 4/19/2006, 21171713
13971, Дом, Строение, 781-В-РП, 7/31/2003, 3300742, 8/29/2003, 21223622
14047, Дом, Строение, 1068, 5/11/2004, 4005205, 5/27/2004, 21139815
14048, Дом, Строение, 1068, 5/11/2004, 4005204, 5/27/2004, 21223629
14139, Дом, Строение, 10-РП, 1/15/2007, 6304129, 1/22/2007, 21223632
14245, Дом, Строение, 782-В-РП, 7/31/2003, 3307388, 9/5/2006, 21139834
14252, Дом, Строение, 1201-В-РП, 9/16/2004, 3304016, 9/24/2004, 21139843
14362, Дом, Строение, 2975, 11/30/2005, 2209236, 12/4/2005, 21223643
14368, Дом, Строение, 2975, 11/30/2005, 2209241, 12/4/2005, 21223646
14379, Дом, Строение, 981-В-РП, 9/29/2003, 3201325, 10/2/2003, 21139862
14471, Дом, Строение, 3894-р, 9/7/2005, 1013126, 9/15/2005, 21240920
14493, Дом, Строение, 3894-р, 9/7/2005, 1013195, 9/15/2005, 21223653
14502, Дом, Строение, 3893-р, 9/7/2005, 1013213, 9/15/2005, 21174314
14514, Дом, Строение, 1801, 7/18/2005, 2208473, 7/28/2005, 21223656
14519, Дом, Строение, 3055, 9/13/2004, 2204036, 9/20/2004, 21140806
14522, Дом, Строение, 3055, 9/13/2004, 2204040, 9/20/2004, 21140811
14523, Дом, Строение, 3055, 9/13/2004, 2204039, 9/20/2004, 21223666
14525, Дом, Строение, 1236, 6/17/2008, 2213432, 6/23/2008, 21245428
14553, Дом, Строение, 2975, 11/30/2005, 2209121, 12/2/2005, 21223670
14568, Дом, Строение, 3150, 12/21/2005, 2209824, 1/23/2006, 21140831
14582, Дом, Строение, 2204, 6/28/2004, 2203581, 8/10/2004, 21183520
14592, Дом, Строение, 1804, 7/18/2005, 2208117, 7/25/2005, 21223676
14601, Дом, Строение, 1609-В-РП, 11/11/2004, 3304727, 11/19/2004, 21174321
14747, Дом, Строение, 459, 2/7/2005, 9009589, 2/17/2005, 21174328
14881, Дом, Строение, 7551-р, 11/26/2004, 1008322, 12/8/2004, 21237593
15044, Дом, Строение, 2043, 7/21/2003, 2201649, 8/6/2003, 21183533
15045, Дом, Строение, 2043, 7/21/2003, 2201650, 8/6/2003, 21240932
15049, Дом, Строение, 2204, 6/28/2004, 2203541, 8/10/2004, 21140844
15150, Дом, Строение, 6699-p, 11/18/2003, 1005322, 11/28/2003, 21174343
15154, Дом, Строение, 6700-p, 11/18/2003, 1005155, 11/26/2003, 21140849
15234, Дом, Строение, 3055, 9/13/2004, 2204083, 9/20/2004, 21140858
15241, Дом, Строение, 2407-РП, 10/11/2002, 7201704, 10/15/2002, 21240939
15242, Дом, Строение, 1985-РП, 9/28/2004, 7203280, 9/30/2004, 21140863
15312, Дом, Строение, 2799, 10/9/2003, 2202464, 10/27/2003, 21240942
15321, Дом, Строение, 2799, 10/9/2003, 2202449, 10/27/2003, 21240946
15324, Дом, Строение, 2799, 10/9/2003, 2202454, 10/27/2003, 21140871
15326, Дом, Строение, 2799, 10/9/2003, 2202457, 10/27/2003, 21140876
15327, Дом, Строение, 2799, 10/9/2003, 2202458, 10/27/2003, 21149493
15328, Дом, Строение, 2799, 10/9/2003, 2202459, 10/27/2003, 21223701
15333, Дом, Строение, 2117, 7/30/2003, 2201789, 8/8/2003, 21149275
15343, Дом, Строение, 2259-В-РП, 11/1/2005, 3205624, 11/18/2005, 21132390
15353, Дом, Строение, 2259-В-РП, 11/1/2005, 3205641, 11/21/2005, 21149288
15354, Дом, Строение, 2259-В-РП, 11/1/2005, 3205642, 11/21/2005, 21136062
15355, Дом, Строение, 2259-В-РП, 11/1/2005, 3205644, 11/21/2005, 21132402
15360, Дом, Строение, 2259-В-РП, 11/1/2005, 3205650, 11/21/2005, 21136070
15361, Дом, Строение, 2259-В-РП, 11/1/2005, 3205651, 11/21/2005, 21149293
15363, Дом, Строение, 2259-В-РП, 11/1/2005, 3205653, 11/21/2005, 21132406
15366, Дом, Строение, 3055, 9/13/2004, 2203978, 9/20/2004, 21183539
15367, Дом, Строение, 3055, 9/13/2004, 2203986, 9/20/2004, 21145232
15369, Дом, Строение, 3055, 9/13/2004, 2203975, 9/20/2004, 21140889
15370, Дом, Строение, 3055, 9/13/2004, 2203977, 9/20/2004, 21116870
15376, Дом, Строение, 860-РП, 4/10/2003, 7302122, 4/16/2003, 21149300
15380, Дом, Строение, 1803, 7/20/2006, 2211110, 7/25/2006, 21238126
15381, Дом, Строение, 01-41-3129, 11/3/2003, 5005475, 11/6/2003, 21145239
15383, Дом, Строение, 01-41-3129, 11/3/2003, 5005484, 11/6/2003, 21152100
15384, Дом, Строение, 01-41-3129, 11/3/2003, 5005468, 11/6/2003, 21116879
15387, Дом, Строение, 01-41-3129, 11/3/2003, 5005493, 11/6/2003, 21152103
15395, Дом, Строение, 3545-р, 6/24/2003, 1002844, 7/2/2003, 21116883
15398, Дом, Строение, 01-41-3582, 12/29/2003, 5007184, 2/9/2004, 21154316
15401, Дом, Строение, 01-41-3582, 12/29/2003, 5007185, 2/9/2004, 21116889
15402, Дом, Строение, 01-41-825, 4/12/2004, 5007923, 4/15/2004, 21149500
15404, Дом, Строение, 01-41-825, 4/12/2004, 5007925, 4/15/2004, 21159385
15413, Дом, Строение, 6012-p, 10/10/2003, 1004801, 11/11/2003, 21149509
15425, Дом, Строение, 6701-p, 11/18/2003, 1005281, 11/28/2003, 21154328
15426, Дом, Строение, 6701-p, 11/18/2003, 1005258, 11/28/2003, 21159389
15429, Дом, Строение, 6701-p, 11/18/2003, 1005260, 11/28/2003, 21149521
15436, Дом, Строение, 981-В-РП, 9/29/2003, 3201257, 10/1/2003, 21149524
15437, Дом, Строение, 981-В-РП, 9/29/2003, 3201258, 10/1/2003, 21223707
15444, Дом, Строение, 2921-РП, 12/15/2003, 7103586, 12/24/2003, 21132411
15449, Дом, Строение, 2921-РП, 12/15/2003, 7103579, 12/24/2003, 21154335
15450, Дом, Строение, 2921-РП, 12/15/2003, 7103581, 12/24/2003, 21149312
15453, Дом, Строение, 5559, 12/21/1988, 8001895, 6/8/2001, 21154338
15456, Дом, Строение, 2785рп, 7/26/2002, 8003252, 11/13/2002, 21132419
15458, Дом, Строение, 4788рп, 12/15/2008, 8009309, 12/22/2008, 21171725
15459, Дом, Строение, 4789рп, 12/15/2008, 8009310, 12/22/2008, 21223711
15461, Дом, Строение, 2785рп, 6/27/2002, 8003254, 11/13/2002, 21154346
15462, Дом, Строение, 2875рп, 6/27/2002, 8003255, 11/13/2002, 21116902
15470, Дом, Строение, 01-41-825, 4/12/2004, 5008024, 4/16/2004, 21136083
15472, Дом, Строение, 01-41-825, 4/12/2004, 5008019, 4/16/2004, 21149324
15474, Дом, Строение, 01-41-825, 4/12/2004, 5008036, 4/16/2004, 21136087
15479, Дом, Строение, 01-41-825, 4/12/2004, 5008081, 4/19/2004, 21152115
15480, Дом, Строение, 01-41-825, 4/12/2004, 5008085, 4/19/2004, 21149528
15483, Дом, Строение, 01-41-825, 4/12/2004, 5008095, 4/19/2004, 21152119
15484, Дом, Строение, 01-41-825, 4/12/2004, 5008083, 4/19/2004, 21149532
15487, Дом, Строение, 01-41-2080, 8/23/2004, 5010361, 10/22/2004, 21152122
15488, Дом, Строение, 01-41-2080, 8/23/2004, 5010372, 10/25/2004, 21149536
15493, Дом, Строение, 01-41-2080, 8/23/2004, 5010387, 10/25/2004, 21149540
15495, Дом, Строение, 01-41-2080, 8/23/2004, 5010381, 10/25/2004, 21136100
15511, Дом, Строение, 20-Apr, 5/6/1964, 5000204, 8/8/2001, 21149552
15512, Дом, Строение, 01-41-825, 4/12/2004, 5008049, 4/16/2004, 21116922
15513, Дом, Строение, 01-41-825, 4/12/2004, 5008058, 4/16/2004, 21136113
15515, Дом, Строение, 01-41-825, 4/12/2004, 5008043, 4/16/2004, 21149555
15516, Дом, Строение, 01-41-825, 4/12/2004, 5008042, 4/16/2004, 21116926
15518, Дом, Строение, 01-41-825, 4/12/2004, 5008017, 4/16/2004, 21152150
15522, Дом, Строение, 01-41-2824, 10/26/2004, 5010614, 11/3/2004, 21152152
15524, Дом, Строение, 01-41-2824, 10/26/2004, 5010660, 11/4/2004, 21116935
15525, Дом, Строение, 01-41-825, 4/12/2004, 5008059, 4/16/2004, 21136125
15530, Дом, Строение, 01-41-2824, 10/26/2004, 5010619, 11/3/2004, 21152676
15532, Дом, Строение, 20-Apr, 5/6/1964, 5000232, 8/8/2001, 21116942
15533, Дом, Строение, 01-41-2824, 10/26/2004, 5010617, 11/3/2004, 21136129
15536, Дом, Строение, 20-Apr, 5/6/1964, 5000238, 8/8/2001, 21116946
15541, Дом, Строение, 20-Apr, 5/6/1964, 5000242, 8/8/2001, 21125048
15546, Дом, Строение, 1759-РП, 7/26/2004, 6003413, 8/23/2004, 21152683
15553, Дом, Строение, 32-РП, 1/20/2006, 6007340, 1/23/2006, 21145243
15554, Дом, Строение, 32-РП, 1/20/2006, 6007341, 1/23/2006, 21154350
